Address,Humanity Score,,,,
0xA82eB7116E2b3117be7Ef111fe8e71197Fda2FC7,60,,,,
0x4B6BBf1856FdB97c197bEBE1892eC822f1C09c5e,39,,,,
0x0fc0B2b6428c94b13cB644Eb2Bc489Df7FfD03a5,67,,,,
0x914061fC9c868986De60303B62a783fDb404b030,46,,,,
0xb59d676f5971d86Eb1CA8573b0b0102C8DeB6851,60,,,,
0x018A3833CCC9d365195441C32e2202f2CC9e5F16,35,,,,
0x6A8c1bee09bAceBB4dC2A1Aa0421232A6b7EE1A2,64,,,,
0x6D35a04E56a72b842FC68fA26Bc0e8FF1E52A2C5,39,,,,
0x03B79C0C1487a68AeabD9AA4ce779DaD77855F52,64,,,,
0x049808d5EAA90a2665b9703d2246DDed34F1EB73,71,,,,
0x53F69A0134b354450AAcbE1432ee8B618a29e67a,64,,,,
0x46b0B1Dab0C335792fAEc2614974b05f3cd65197,42,,,,
0x770EDb43ECC5BCbE6f7088e1049fC42B2d1B195C,64,,,,
0xBFC7d3Bf41C69A73DEB16263d58611a5Fe459Ce8,57,,,,
0xEdd40c76C6CDa091395fBa06134c1B70F6309a36,71,,,,
0xF2a43cf740aD2A5b9A1883c2b634076aeB7E843A,53,,,,
0xBFe98Ba61eb224F657D392333F213f6D75CC6972,71,,,,
0x53247BeC1c2121eE581073a170fCdEDa081cb0F2,35,,,,
0x5b1368C96fa82432e9DE4E04af203b3ee248e25B,42,,,,
0xF67e685Fe09FbA742a6E38bD1f4194038200B1F3,28,,,,
0x359B4164aa6E9Cb0A45e8acc92BccaD930a5c622,67,,,,
0x441dabE2518e10dd826f265448705d57eD5d1f1e,67,,,,
0x2d8103Ef696298635fDC881893E8D4552e036809,67,,,,
0xbA20914604A53232798eE2E926895024A1Ce9ABC,64,,,,
0x7e2102F615ef970fa337D47cb4Ec3D0955219A76,67,,,,
0xbD16EAe73C9dCAA0690a5b97a203b1180f66c724,67,,,,
0xeB18Da8d693D7ffA3dcD3e45E603DAEd9aB25947,67,,,,
0xC57Fa2030e20858E2492c41e6FBEEca2b95B9B4B,57,,,,
0xAfd73b0788DC2F90E82e9E925A0F92a1308278F1,67,,,,
0x379ED372c94CAe8B77dceb9987D7D6A04A31685D,60,,,,
0xDcAf20A8944317b4De4E98ceFf7b8e5545820b98,64,,,,
0xfEd25763fA2C11C349086fD3FB0dEE3819239001,17,,,,
0x9118F45d7cE829e2389a2E79C39ed1866053bB38,64,,,,
0x590cF4A28CCd7875e2b12F77cB84cdCb923eA0AB,42,,,,
0xE000adB6f47C7461694Bcb69Bf51BAB8087D819d,57,,,,
0x29C172C5B245b36A0A96cB8c5c3d721aa4bfa2A9,42,,,,
0xbcd4a94f332520753850018F5B8A6a580376dC39,60,,,,
0xbEBf749F8FBfbEaa585CdC535E6ed7924bfEF6dD,46,,,,
0x9EE8A90AF16115622F1EFf930f20b66964f35BBD,39,,,,
0x78c9C4FDeB0EB814747d18be65116a9348afEd54,71,,,,
0x1230Bc0e54353185c2824f8a9C3AF6c040A35a33,21,,,,
0x6E159e0429ED6eb90C54F99014eAeE0B3C287A87,64,,,,
0x22b675b903D37F717fB8a2E63B7E7f24C93af8Ca,32,,,,
0x06A4811d41cC20A1640c561eFF5d4762fe65F059,21,,,,
0xCdE771CB4b774D9e78192D111Ab45A34CF60e583,60,,,,
0x2fe00b4919d0437D711907bE5844981655806836,46,,,,
0x79cb30BbFE89ccaAF334540A6Be48fC0483fD944,64,,,,
0x9f3Ef50Ea64ADAD5B33F1F8222760CFBF42007F7,78,,,,
0x81753da0bBA5c8Ac5ef9720Ab05a0cfD4e72a63d,71,,,,
0x505A524Ab90146daa6DeFf3775c830Ac807F933C,50,,,,
0x4fB43068723f82153363393D5c9d029113990a8B,53,,,,
0x5DC6A7aAC92d851021518d25209A92d2D7fB773e,39,,,,
0x64B140b67733E38918B393B1be420b542A217CE8,53,,,,
0xA89FE21fb6657effED663CDaBB810e06A4bBc398,46,,,,
0x64daC40243Cc1171E73533E4b75Aeca296EaE0a3,71,,,,
0x38d31a5C839fDcf1202FbB3a1347b4fea35c694D,35,,,,
0xBF728d819AACCB1100d1df8c95c22a3E6f6AC6e6,53,,,,
0x5D8600cfDACe19cae8726E5A29a9Ac5BA208250E,21,,,,
0x05F4bB916a16758ED1f8B4A8AbBB786A28A6Bfa7,75,,,,
0x388f2AfbfC19EF5095B89920E35C863f2bc6aAEc,28,,,,
0xd03552951867F06Be5cd045967eA154E2e5Be8A8,42,,,,
0xbAAEa72417f4dC3E0f52a1783B0913d0f3516634,71,,,,
0x13d65C106e45536c15D10308b3015147F0fADC72,14,,,,
0xbC7De0087deFfacc1bF9dBcA9aF6c46d0Af651dd,39,,,,
0x7d414AE8aFF020Eb50D5225a1144B264DA222f73,46,,,,
0x70A1F4CF7D695195aA1f5a7cd2320138E44b3fAb,75,,,,
0x34979e1c436113544edB00970508f2ffCbA68567,53,,,,
0x8667BaD020C4Da5c3d252E6D47F55E8e6bBAe380,50,,,,
0xAA8ff7627f734D536eA6104821F6a01Cd0e7E52e,25,,,,
0xA8502C616a60130176af1aCc3f6C22Ba77C196a1,17,,,,
0xda38eBF89aC3a35cac03E9eB5F39CB953374F793,42,,,,
0xb0795f0119C4caea7cFdA2bF5b2664Cea7Ccc1C5,42,,,,
0x8BB2f0CB5e81B1228843f31F403bE4799db64818,39,,,,
0x78670919f63E46F3Ba97F9915f64292DAB40cA2b,39,,,,
0xe084120aDECEF5C8A44644d45a932eb44aF3e8B3,21,,,,
0xd14b526092cDc9394ef4673BbC8E6d8d3a2e2308,32,,,,
0xC9e37F3b013670B96733BbCfA3231AF081d2e24a,28,,,,
0xCd09c60a826b735265d6B9BeA068097324A39943,71,,,,
0xFacFfB596595414F10a0a99e9fA7CFab2eE04ff9,25,,,,
0xB4E597e34E3eC254e9e4795ECF1A31b9Fa1e40F4,67,,,,
0x71DEAd07d6807C8AFD2f52E2d0045939BAcF673D,64,,,,
0x610A237a7f24d11f19c7ad5BF1A72b7FEFdc05E8,53,,,,
0x6f69286d7C51DE0f0cF5F3C03c8cA3edA8a322F9,71,,,,
0xa6E97B31F752F2c739C97DBEC4430362E4E69224,25,,,,
0xc70CDA39AE512Bf08f83Ded8Bc4Eb143B5169A0c,60,,,,
0xFE1486E0985F3d5014f61885B3CD3a1618114E42,57,,,,
0x4B3261dFcb21685f98189d9Df857C7351370736d,35,,,,
0x1CeFC54c58e0969115c315a814AbcA60333EF937,57,,,,
0x235E6e34d863B7A040D8F7620cbB5A04ae9c6d30,71,,,,
0x81a9CCC4F99c1D4f3308f53CB272e4b5AE68CA57,14,,,,
0x793d5F089B1B1d3a2520133Ba7B38f1f108aCf8A,46,,,,
0xf3fCE06e32b688b489226e8C0313C46D93E9C6F3,60,,,,
0x7AB71853CD938e0E5dc59e97abA7CDb4cc85d117,75,,,,
0x0C8fB96bF3bC4E6007cFa52D4d9697acB8D346dF,71,,,,
0x1C175fdCA70f2F1bBe04e3075aa9F968d35E6eB8,78,,,,
0xd562fe20D6d87189eEBF2904bED70a994CD170a6,28,,,,
0xb417953D2ac96c29090acB8827c0bb8DdAbE8AaE,21,,,,
0xEA2bD88227595E9A70524a4E9Bc070E9c53630f5,21,,,,
0xA92A40457E419c5EC245A646da09112cDcC6cfb6,71,,,,
0x993405226bfFD91A0049918e0Ba31b16C5276c68,25,,,,
0x706B9C466Eb6f88090246D138dF479C249f92A92,28,,,,
0x4cFa2cb4f1E9C33CeCDA8796ef4b65b6A5fBc353,25,,,,
0x6e60d003ef4B9cA9140cE32a85C5b3E937f6F251,28,,,,
0xdE1c3d8192Df65eFAFe87b00F862D35Bc4b48870,17,,,,
0x561D8d86e9365B63C047A82d73De60b1BC076f80,25,,,,
0x920369d87C5F33e34906260996D1217412c548eB,25,,,,
0xa42be0AC2F38F0365E24A7285E22827CBCB90a05,25,,,,
0xb83Ac7549db7774aB59117483933bCF11f27C090,75,,,,
0xb9a28ce32dcA69AD25E17212bC6D3D753E795aAe,46,,,,
0x6Ba30589B10BCabAaB44D6Cb169f35848c95fE3C,46,,,,
0xB941F859f94e4C4a0a26d44Bd1aB2A26311810e8,25,,,,
0x6fAd2Bdd161a865a87BCa300b0C66Bf419c0380D,28,,,,
0x42FF3066BB3A92dA3218BF888110a91213aC1B4E,39,,,,
0x151a64570e4997739458455ba4ab5A535FD2E306,60,,,,
0x8797385d3b72c34d6d3C4CDdDd149FccD357A7DE,78,,,,
0xA3B4817245ce62dC062672110D873F70325c26Cb,57,,,,
0xa9d062B23650C9191673d9496d9e700d37DC55f5,75,,,,
0xd2E81223b831AD93369e7BFAfe408c3239DbFB0e,39,,,,
0x0715Fd06D9c8ED3835Aa41482171adbd85FFBA86,50,,,,
0xd8FF36BD818BcAE0278F0904D527206363795082,71,,,,
0x9Ba6baA919BAc9Acd901dF3Bfde848FE006D3caE,75,,,,
0x572dfa4D355A27D63A9faEbCB055CA6826430D5A,64,,,,
0x4A40Eb870DcF533D4dC097c3d87aaFE9f64490A1,78,,,,
0x6d5F308b843aBe97309F772618C6Ce716ebd8eeD,53,,,,
0x38c848aB1c28f503D2a7BEd108419fD60A47C292,53,,,,
0x5f93877197601b85BEAE67E6298f44560D84345e,21,,,,
0x2e87015dd552B9Da25a85Da81efe031FDd91001B,35,,,,
0x9983469B191306c9E4e8FBE34c1919275D6119C9,64,,,,
0x415FCE36e2Dc12421F20b93DbaD1dd68bd2F6db6,71,,,,
0x345525393657cAA73f64be963689FF5A9BBfCa1c,28,,,,
0x87f7a1bB98979a5e510919862B4b179717F0a76e,35,,,,
0x0DBf4d987f2dBa4b10ffE09fD8bD26E3cDFAb70f,42,,,,
0x0A5EDEB2DAe4bAAcB5605193F898575987E08a54,50,,,,
0x79366Aeb2F26C91D68453797ab4de0eF16E2b30D,64,,,,
0xb4d5C4289BA0152057cc9721d00Bad99Dcec7B2b,35,,,,
0xf0f95158A42fEA4Ef13a8cdB21F0fc23Ef08439e,42,,,,
0xf362A34d92d684F0bCcc6616F8369801f4A533a9,25,,,,
0x9bb87307535ade1ACDC7830d21F4375cFf4990b4,71,,,,
0xC8221B6D45DF1B870094772Ca1F74A08784638eF,32,,,,
0xFBF12D07156Ba123b24Fa4ba26A157AD59fEC74B,35,,,,
0xb4b96C97141f8EC69B510aB00A8ab0F93a95F16C,64,,,,
0x72780eB7176b09a3566093F61Bac203dCbB2405c,71,,,,
0x55b2a56340a6bb09f12F7D69cA34a6dF9E925535,28,,,,
0x6c384D8c8118Dd210DDcd2D6Fb2d601F1c3800B4,32,,,,
0x42fA798fDA508BEa8f29FE54Bdae0971E8746e2f,39,,,,
0xa0a44Af2326d0e647E6d8c41f7714aB7824D89dd,53,,,,
0x462Cc75Caee4d0bE283EEdDbc2cD5698b9880b91,71,,,,
0x9e8C0A2FB94b3704EAd57486C345828E340B0625,25,,,,
0xDc877A64812887ad8Aa4e53F5E0F7c2BdD62f53e,71,,,,
0x78533e653C60B8C28f70a39a3C3Dd37b70E2dBE2,28,,,,
0xb151288EdcA18Ad2FAdD13d48170cEfFD762Ba8b,35,,,,
0xd2c991CC5BDbb00195b8c814abc1cB195Dbba910,71,,,,
0xC4839C439A8646A64c7CE5A7Da008A5d0062D4BC,71,,,,
0x391484aff3906c940325C63Cf69dC5509710eA6a,67,,,,
0xc17df4Eb24F0AeEB683D694cB6A56a7bBf3e1107,39,,,,
0x6B935a7b28Aaf32aE33d37D4FE3f5550505e448b,28,,,,
0xEe334b4Ab0cD36071caCce9bD0b2F2e23f1252B0,57,,,,
0x2E92C01C70794FFD7643d776495beF95E3BB53C4,28,,,,
0x7faAfBDC055C51B5BCa02C1Ee38C4eA4E52C78F2,28,,,,
0xf8c135CDd476d5E1E45A61F579a02D9E9E824d43,28,,,,
0x69dA24b02b0833CB3F5Bf91D1D7d66C919BCADd8,32,,,,
0x06845d704c39082e38924A3F571d178a5815dcF8,39,,,,
0xD359F231db12Ee05c4A0A9898823EF2Fc045eB78,28,,,,
0x025F4d7a0F9Bd8d95C77Fe5b03d9ab4fb711658A,28,,,,
0xFA7513021002F7181333B773BF801DFD7fd91ce7,67,,,,
0x9dA8365C01684c36231e288905A82C73ba6E987b,53,,,,
0x3C6C41AaF1A852403a16D64497f874FF490423A3,50,,,,
0x8F2F1D2d21d1E6dF7fEdb15179f4d98EAa0aa177,53,,,,
0x01B82574DE1cABd66391A4766377772bc8249aC1,60,,,,
0xEBaFfbDc8c854f0aAb0E7567D38541578fF3c047,64,,,,
0x6BF32Be85a8d6893AEb618A7fd091F6a70745f33,53,,,,
0x00c4f069e356283328F270351aefA4015F236d11,39,,,,
0x7C4F9fcfd709267FD453Ec33Aa22d5AC90C7cF47,35,,,,
0xF619ed8D01eC1fedD9A0151e039aa4f189BE7f62,53,,,,
0xAB4EE3E9A48057bCfB2fBc8872Dcf0273C115E49,57,,,,
0xed585aF4BA12da5b02902093AAF05708d1c3baF5,35,,,,
0x9B1c673e04C486785627f992b4e0Bd3c734BAFdC,39,,,,
0xc38CB33426BfF1E6264f990824d5F3C06820Dfa4,64,,,,
0xE3881F30b0Ac4027D96C42E71F2c5547c99BDe8c,64,,,,
0x02E0306568b810c30a9Ee18B638725b1aE1f1cD8,39,,,,
0x15BDed9eCC12ecE06429CB624aC40697B0DE57a5,14,,,,
0xEff0A97D899183DD538B861ff4DBe92387271195,25,,,,
0x94197F3702Ae58A2bB808f47193CE29AEA631c57,60,,,,
0x30c63932E1A0ecEE6d2C37b905D489884B195db6,39,,,,
0xFCA399b892F4e8306fc31B312a3399F422976886,75,,,,
0xdfd0633374529223C2bE549Cd73EDDbB90e8f529,64,,,,
0x4613EEaA10746596DB2043046d47B52f00604CF4,53,,,,
0x4d2ED284Cb9eBaab06bc01cc1C7f824E5B161378,75,,,,
0xc8347853812605060656E23451d8593141428351,39,,,,
0xCE41185674dec86Cf7D309F3f158c507aD8343C6,46,,,,
0x1eBef03483030dd746c0BBa924E828Ce2C0534ea,71,,,,
0xcc06cE8120afc5c02C8517597EAdEacc810b130a,67,,,,
0x986a4c1Cf4384599Cd857924191CF308930A1Ade,42,,,,
0xD6050Ea680Ae3e1E133150D769F0379ab9A64B9e,50,,,,
0xe9FE522b5c7Ec346375180F583f8933E0e0572a8,53,,,,
0x36f26E2E5BED062968c17FC770863FD740713205,71,,,,
0xe8BC41f0eEBBaA4F7Cb393532B629B9363706B32,42,,,,
0x70a7EbC6e08f17281470f6DcDAA448Af561E33A7,75,,,,
0xEF8aD98bf43063EBe669576B08e1A05519e302f7,67,,,,
0xD5a41BFe8e373C94434eaB2fC81034eC00572b09,64,,,,
0xb39Fbb76E7677fF97397a1683D01F04df4cFeD82,60,,,,
0x6EfF23b65688CaE71Af19128A7674b7Dd53f7f19,46,,,,
0x2fCBC94236FeF3e5173a7ec27a25925cd2304540,32,,,,
0x116a1FfB78C6994c8338e7636808272F9f9F5D56,50,,,,
0x4c2073A62b7d2a9088B6b3B1F9c86D662B123d2b,57,,,,
0x05090778c5f3125c2399623D4651f6c3d7aAbE5E,35,,,,
0xE245503f8a33eBDDD718915132869C9Ba9df37A8,60,,,,
0xAF8324Ab53229651E4C8Dea252a554AacA6f9577,75,,,,
0x645C946BB911458326D6e83393126Ca3479C7ff3,67,,,,
0x98F2105F92A12885eab8EC144653EB215062D9e1,57,,,,
0xb45f42a58fAa3F971AD52f132f45814448b2eA08,64,,,,
0x233394807AF9E494CDBF61Afcc2f64948d69F5D8,32,,,,
0x87F3977D1Eb15B716035E3bAF8256d04AfED3F21,53,,,,
0xB3d185be8912982340Fb72d4fb1974B75dFFf558,28,,,,
0xbcC7E71Ea1dfc94baA5352e179eA901f5A272e8D,67,,,,
0x199848fAA555E4be0daf192B134f143431bC61B7,64,,,,
0x2993E1D02b11377f44455AEdc618C705acbb0591,75,,,,
0x5E7BF78AbA6079C0D789995806faFc1eAc0303cC,17,,,,
0x9CB28A138c116e2244B1Cc7E82b62876480cf1cE,57,,,,
0x2e9bD644cDaB735E8bb9b111f68e8520847EBaeb,28,,,,
0x6BB4D5a87Cf35d8f7c01E1Def0e70E693959BF3e,28,,,,
0x0788191AcACEF49691aaeCF55512482784a029e8,57,,,,
0xF87b6e99c77e62C2a0E7B1b4c7e679E41f8Ee0D4,35,,,,
0x6E9A0D35a81d95A1d316Ed0428a5Fd1CE31b6348,28,,,,
0x92d298c48ac524084D6d234964b87DFD9D3bb104,71,,,,
0x706e337C6645765A78B121AEDb59F0a59F3716C3,25,,,,
0x91552D23a9B539762c475c185089b772193D29c5,32,,,,
0xb2567fa6ee7c968C3a7236aaeDc875Da0926D3e0,50,,,,
0xB72Bdd455e0EBaCf37604ae7A52f6AE9554c21bD,57,,,,
0xd38d18e7fe700B28F881946746798fc6F510BA02,71,,,,
0xb0f8f1C6874cf69Ad9e987f5dB7A22f152378B7E,32,,,,
0xe87DD31fad10202a1EB30b4e228a3f24011eCaf7,67,,,,
0xad4262889696D238eC319409662d204f5f6d1bf0,67,,,,
0x8847EBaaf29A18396e49191602f8d8D141b98aa7,75,,,,
0x2ce46D31b6439c4Bff85A05b8150f970767faF2e,17,,,,
0x89B8AF4730B7a479850111B53f18224Ae267B55b,46,,,,
0x4943484C29775aBb54E672503f409bCF8aef8416,53,,,,
0x38ca8396E04e23299635Ea06fbb657e2a4e693c4,67,,,,
0x393b8513beAe89DeA32be0A44CA27464A4Fa352e,32,,,,
0xdC644c1d8815e1ece4A76EB75222Ca04f1Cef896,42,,,,
0x23EF8EAfa7bC16E302b6590810E005377CDa0a90,71,,,,
0x01650EF89948db4117340CfC15ce5F54FDB633BB,42,,,,
0x39288Db5A0C21BE47842795BE18E7b9cdBA9dc4C,50,,,,
0x9A58b7E86A0075ba21B70a48b00CBe48A8bB8BE5,71,,,,
0x3B11CC193ba3AB9C2a0Ed9EdA03a4d795C766262,64,,,,
0xACc4bE41088E09cd68bb19d63Ded3AE5385b406c,32,,,,
0xafA034E72D86b0D934e467c990E2E5D3ea5694F9,71,,,,
0xBbC30979BEc056847BA3B7a9975b32DBc65EFe9B,28,,,,
0x416669A080eFaa174226b26Bd330A227d3449F1d,39,,,,
0x052aA017270434C91cA09c082018BD3B8f26e613,71,,,,
0x4a0573F70E77A28dd079C0e079174135Ab6B41c5,67,,,,
0x7dF67073c591dfe102295A8492dde45F9B0A112f,67,,,,
0xa6f8F43b44011e5Ff0bA15D8a4b678A8A81CCE23,64,,,,
0x5a580b71c07a7EE3e708c52F61b3226bA1dcFAEF,42,,,,
0xE82198b4E5512c0e90720f84bBBcDcC19fd78ee7,35,,,,
0x48A63097E1Ac123b1f5A8bbfFafA4afa8192FaB0,75,,,,
0xce93fc655389248D70e2150043236B7C17AdfA3E,25,,,,
0xA0487b2c262542c4363153077bA8c75a4f0AafdF,39,,,,
0xc64394ef0125067C5897751EE8184a4b8FA9030d,42,,,,
0x5A38F4C89a8bEcaEd0D0d03B6E7319F31EBCE6c6,64,,,,
0x4C6165286739696849Fb3e77A16b0639D762c5B6,71,,,,
0x6F109E7aBcCC65EC4C8066537ba76A1287398DcF,42,,,,
0x7Fb3b6d222CE75121D0edD4cE0248EC10b498b3D,60,,,,
0x119EBC037F052Da7fD89Ebf124C11C7B652F8438,39,,,,
0x29Be3DB3E9cd350276d652E875702b65e3D6A786,53,,,,
0x0A284675f86c649b7f85d8978ad1dC005B24c6E7,50,,,,
0x10d0391cBD8032EeC59aa2aef285182865b3DFf7,67,,,,
0x87c257EE56D2DfBB93B94aB5b11e8dd47D320C32,32,,,,
0xac7807ba6E727b82BBa6875bdab4277459c0EcE8,60,,,,
0xB965d68052B849B29fE25497C51659BF9678bC9B,71,,,,
0xaB96637e45281A4c734407165eA49eE3Fcac7020,71,,,,
0x6D0523dd619EFaD94bC0576A01584d5aD9883bA3,50,,,,
0xCf50fB42926b255747fb8b0EA8E26D4e66952CA4,75,,,,
0xFA45D06f58A59F2775796ea6098E780ae87640f1,78,,,,
0xb0d6DAD7D483DA4F4B069499fC56AD05E35d2b8a,67,,,,
0xC523795A4929f69298A9bD43a94E5a51735A95da,67,,,,
0x0a383A89Ec1785063b9854411eA502ED0ac176E3,28,,,,
0xCf478a0eaBea5E409FA09b7f070254595b3911F9,17,,,,
0xFe2aA7B0aF149Df874A8923Cd09a694044E120ed,64,,,,
0x410e2d22544a071dDe44E23E78192Fe1b2FF172A,28,,,,
0x0f112087AED01ebBB143e66c35fBD396036A8E8f,28,,,,
0xe9627d7afeB82E56EC594138CdFFC4ceDbf70aF7,57,,,,
0xf938a9619b5Ef9895Ae40B757A259A2eED98BC1f,64,,,,
0x734bB682eF5A9D3d27a96814297462026D865246,32,,,,
0xc88d7DC8Dfa23d3769f7e8241f761D09A10D9831,71,,,,
0x0B33De6FAD340E01e877eB63b76531Bde66333e9,32,,,,
0xfA68111d73aD9aB4851D39C573B34aBA59979c2b,57,,,,
0xaA73Cc17b6cAe8ea3BE9Cec5040C4101ad85F02c,25,,,,
0x11eBeE2bF244325B5559f0F583722d35659DDcE8,71,,,,
0x036D15b24Ef2aA31B6E62c7Cc46b99F6c6c68C4B,46,,,,
0x6e95A1761799EF42d5D8a7eC21b16E4C87f45668,42,,,,
0x2D2c40DA8391d9119eFE3B44FFF813155F70EDC1,50,,,,
0x5dD2c375bE9659A9b168f0C2273d3f5854532e4d,25,,,,
0xB0A9d798f7c8028B0e467b913a02b547D0528C4A,60,,,,
0x54771E2e04b49fA2fAA033349d9b62Bd8c6da165,67,,,,
0xbfeceC47dD8bf5F6264A9830A9d26ef387c38A67,64,,,,
0xD610Ade15a94Cdd284B8586d71b1025155B680F0,28,,,,
0xebc5Ee6CB2B7b971c95e7207F949325d19f878BF,28,,,,
0x73778E979DdEe1424D4b0dF238a13A2a03329C03,28,,,,
0xD6A7387BA2e2728b6504e104693b0Aaf9e0a393E,28,,,,
0x82DC59781FBdaCA478BBd2Ad7D2A9ddC8fc14F7B,14,,,,
0x3FBb7682Af0aB60030C348d0cEd81219eBF88E03,14,,,,
0x55a1c0C3FbA2F74b628cF832106C5D60C5E45a42,14,,,,
0x8AaDDA8C6bf7339ad3Ee853A31E86fd1458FcbA1,14,,,,
0xC78aef9450E5Ed32567d5a08C43734d22579D1c7,14,,,,
0x2Bf6ec5e66dE3D3194b5CB74a95b8aC13d2a33f2,71,,,,
0xa1398b50E62Bf5512dd659198f1e225db7A8a41b,39,,,,
0x203788Fdc70E5423A6573C244CcDdFf1b84643F8,35,,,,
0xd6AD273b0E9B05fB53d8FCa0C76C84a0A63ae4d2,53,,,,
0xDa2Dd697E200DDad1b0a87116453DA27D0D3Ec6B,42,,,,
0xeb43dD49AB47dCeB1ac0447f9580fDF5d2b8f92B,53,,,,
0x246f4f83a352414475B948a50552F129bFc7e226,39,,,,
0x7529c49E254AdFc0C2dff85eEE12dC889F83828e,57,,,,
0xBf022B19A5D389b0129Bc6D0856051aD4838f986,64,,,,
0x9CEf95A7c0088c2fAF4919fe435E0FB81D8186D9,67,,,,
0x4B11F86a69ed65E8e2266d936c55dC66f43dA055,53,,,,
0xb8cEDc5E86808F213138490B2C383785E374aB6B,32,,,,
0x7b955b7ab53a7a2e8a78D898Dda64bae85F68818,67,,,,
0x07B3E12359a738171e2872F4dB665FE91BCbAdbE,64,,,,
0xde8DD1ed8d58917fA1aa8c7cb444B0b43e3c8189,57,,,,
0x7663697900dd93A6D4722bc150d8e3A03C7B4866,67,,,,
0x944Bf4999d3E668BF3aB89Fe45e2481B456e4a8e,46,,,,
0x8fd8a163A699cCA2295c7Df984A6e914F7a07376,57,,,,
0x46d515D84F0faf5B56a29840237F6dBdeF8C9791,57,,,,
0x09a8208e516A14281ab7e88d558D9E1Ea5D84d4A,42,,,,
0x16f5c51cee23EdfEd3dCFFF92eB3d65ef0Dc9C95,67,,,,
0xC47eE739756d835dFd87D14Ac6AE737D9A263835,39,,,,
0x8EfC67eE88B16d7CaEf9BF57826BBDb871559dcd,46,,,,
0x83d08A43b815034a4E675FD729624Bc2431A0616,60,,,,
0x441Dd85408A28fCBA168e776Dfb0f38b96Ca49BE,14,,,,
0xc1440f6c952862e39C84e901bf032fFaA9eC2Fc4,42,,,,
0x700d4833BaAa4F1E03778fA6851221f4e6Bb5953,39,,,,
0xca768c37ba6EC3d67bE7B47bbE1F1C94CA216f46,78,,,,
0xa33144E1c04DE2715222095aD35e6Ce0243EfE8e,67,,,,
0xCa1D3c688F836b78AFdC859c529633fC6b3Eab99,25,,,,
0xb2A35B2b8f51Aa0113b7c8712eD3C0e733C0A6c4,14,,,,
0x05a4448597935c508e4ad0D2CF56d56beDb246Ce,78,,,,
0xd6b4A96be5cC4860AD65c86E00f308001bF03e00,53,,,,
0x076DA4cDe049e6F1aE07B995B100e43e45406C38,42,,,,
0x48f29B6FA6e33c6BA0606297AD3395377f780574,42,,,,
0x370518095207f898d7B4D4E738Dfe426be66eFe1,53,,,,
0x202d0b551f0e137Efb419e70e1776B6d578bdbF3,67,,,,
0x66Aa8Bee5366b6b48811AE0Dac9Fe5e1EEfE1621,64,,,,
0x9A9A84f6134073841Ca92cb2eaF48d0066C041F9,42,,,,
0x8d3808B4e8EC725DC283391196Ac5109C60b945e,28,,,,
0x80D63799b1e08a80f73FB7a83264b5c31600bF3a,75,,,,
0x004fDDD93bFfcEB10eFcD25d5964D8B46bBD39fB,35,,,,
0xB3D8bfEe35c6272095DB789B6eaA45ac2fb571B1,78,,,,
0x50b5595301bb8fF9B175265248667767BC1Dd56B,67,,,,
0x6aA71CfE3c6544D77d8F492F94dF3c4c9D154c40,32,,,,
0x69b552292fb5E71632bfecBD592c03D7998259BA,64,,,,
0xc7b0a886450F4333A674D77A1087dD016dd666D8,14,,,,
0x7E50b7804EC5C34c37893Cf17e2959Ed1105f858,14,,,,
0x0E38F8B57C519511F27003e95f5352249a8c7690,53,,,,
0x8EcCE8e28Af4A2b8d3B093Ef34b24525af0989C6,53,,,,
0xd02AE906edc339872b8300020Fc4411c4f4036e1,78,,,,
0xb0Dc0c7a91C34Ac1698f9E7EC03104bdB3b42De3,75,,,,
0x5a361A1dfd52538A158e352d21B5b622360a7C13,67,,,,
0xdE1a23CC8c865589a55bf8930B17C1f6479e7777,64,,,,
0xD2fCfD3fa77b05D49FB46F1bF78eAE688d390e64,42,,,,
0x9FB438f1a292fbdaF4f569a8f2e2E2972c0172eC,71,,,,
0x9BB6aCEE72Ef687E9e0bB1B78C908526D967B745,75,,,,
0x2069c7663d28E494bc29AC82cFbE7DdC551EBa34,42,,,,
0xf78c817aD6639de8675cf1304722b53b4dCeFFfc,42,,,,
0x5e7D55b4e12594A2f02253bfb4ab3c5Ab23B61F2,42,,,,
0xEa69C34B1c2b9F08157A1faE374A6a9CEC464056,50,,,,
0xAA5E0a6130f6D3F04714791dB20f401c6fE25C0c,46,,,,
0x05DB7A553b1aCd10e0774ab809314CacaFb4943b,57,,,,
0xfCa477D0c3864F94104A1caE893146A0C12Ada94,21,,,,
0xc3fc7cA3892EA5dB3CFd4125F30b2f63cd5E5aC2,64,,,,
0xe754363dE2D0d6F7dcFb077Ea51D56420A1e2E64,25,,,,
0x2E3aD5A712977f264D3499B5456b579699E619e0,25,,,,
0xC3d3e976deb3aFfA60ca0F6769B0eb4093800996,53,,,,
0x77ff2e1E23b0edAAb4c255E128d1A9DB1d5b87ED,57,,,,
0x64D3227026A8aBB34693b5cC0342a46519B14aA9,32,,,,
0x2c45649850488CEe681069796BC645C1E1494AF8,53,,,,
0x09f258F399c421aFFf697FF75CAca4bA3C73f02b,60,,,,
0xC3c4ff037904895d2C154BAFEC4F63FeeB9958a9,60,,,,
0x6687b68f8A2dfB08fd51ffC72c3Ba3ac44159E35,25,,,,
0x44265daE5c21110b0dfDd421503CE3e1CA3280a5,71,,,,
